ETLAuditLogID,ETLBatchID,ETLControlID,SourceSystem,PipelineName,PipelineTriggerType,LogType,Source,Sink,DeltaDetect,DeltaDetectType,ETLMinValue,ETLMaxValue,SourceQuery,MaxExpression,RowsInserted,RowsUpdated,RowsMarkedAsDeleted,ETLStartTime,ETLEndTime,RunTimeInSecond,FileSizeInBytes,ThroughputInKbps,ActivityID,ActivityName,TableType,LoadType,LoadStatus,ErrorMsg,IsLoadSuccess,IsStageLoaded
1,625,180,CSV,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""IEEStatsDaily.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\19\\"",""FileName"":""IEEStatsDaily_20211019_233412.parquet""}}]","[{""QueryPredicate"":""lastModified"",""QueryPredicateType"":""Date""}]",Predicate,00:00.0,34:26.2,NULL,MAX(lastModified),112,0,0,34:12.2,35:10.9,58,2991,0.3,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
2,625,182,CSV,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\19\\"",""FileName"":""IEEStatsDaily_20211019_233412.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""CSV"",""SinkTable"":""IEEStatsDaily""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,39:29.5,NULL,NULL,0,56,0,35:43.0,39:49.9,246,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
3,626,180,CSV,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""IEEStatsDaily.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\19\\"",""FileName"":""IEEStatsDaily_20211019_234636.parquet""}}]","[{""QueryPredicate"":""lastModified"",""QueryPredicateType"":""Date""}]",Predicate,00:00.0,46:47.4,NULL,MAX(lastModified),112,0,0,46:36.5,47:19.3,43,2991,0.49,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
4,626,182,CSV,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\19\\"",""FileName"":""IEEStatsDaily_20211019_234636.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""CSV"",""SinkTable"":""IEEStatsDaily""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,51:36.7,NULL,NULL,112,0,0,47:44.0,52:04.3,260,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
5,627,180,CSV,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""IEEStatsDaily.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\19\\"",""FileName"":""IEEStatsDaily_20211019_235248.parquet""}}]","[{""QueryPredicate"":""lastModified"",""QueryPredicateType"":""Date""}]",Predicate,10/19/2021 23:46,53:24.2,NULL,MAX(lastModified),0,0,0,52:48.3,53:45.4,57,0,0,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
6,628,180,CSV,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""IEEStatsDaily.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":"""",""FileName"":""No New Files""}}]","[{""QueryPredicate"":""lastModified"",""QueryPredicateType"":""Date""}]",Predicate,10/19/2021 23:53,02:19.5,NULL,MAX(lastModified),0,0,0,02:02.8,02:47.1,45,0,0,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
7,630,201,UTIL,pipe_src_adls_csv,Manual,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""MeterReadBillSchedule.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""MeterReadBillSchedule\\2021\\10\\20\\"",""FileName"":""MeterReadBillSchedule_20211020_212227.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,22:39.9,NULL,0,2016,0,0,22:27.3,23:38.2,71,49815,5.52,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
8,630,199,UTIL,pipe_src_adls_csv,Manual,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""DatetimeReference.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""DatetimeReference\\2021\\10\\20\\"",""FileName"":""DatetimeReference_20211020_212227.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,22:41.1,NULL,0,271752,0,0,22:27.3,23:17.7,50,4123852,1360.14,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
9,-1,200,UTIL,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""DatetimeReference\\2021\\10\\20\\"",""FileName"":""DatetimeReference_20211020_212227.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""UTIL"",""SinkTable"":""DatetimeReference""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:37.9,NULL,NULL,0,0,0,25:17.0,30:00.8,283,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
10,-1,202,UTIL,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""MeterReadBillSchedule\\2021\\10\\20\\"",""FileName"":""MeterReadBillSchedule_20211020_212227.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""UTIL"",""SinkTable"":""MeterReadBillSchedule""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,34:24.7,NULL,NULL,2016,0,0,30:24.0,34:45.4,261,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
11,632,196,MDW,pipe_src_adls_sql,Manual,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""EDW_Foundation"",""SchemaName"":""dbo"",""TableName"":""Meter_Channel_Change_Dates_Daily""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Meter_Channel_Change_Dates_Daily\\2021\\10\\20\\"",""FileName"":""Meter_Channel_Change_Dates_Daily_20211020_213723.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,38:08.8,"SELECT [SDP_ID], [Meter_Read_Dttm_New_Start], [Meter_Read_Date_Local_New_Start], [Load_Ts] FROM dbo.[Meter_Channel_Change_Dates_Daily] s",0,540300,0,0,37:23.5,38:40.8,77,5309489,938.02,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
12,632,195,MDW,pipe_src_adls_sql,Manual,ADF,"[{""SQLSource"":{""ServerName"":""MDWTest"",""DatabaseName"":""EDW_Foundation"",""SchemaName"":""dbo"",""TableName"":""Meter_Channel_Change_Dates""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Meter_Channel_Change_Dates\\2021\\10\\20\\"",""FileName"":""Meter_Channel_Change_Dates_20211020_213723.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,38:09.8,"SELECT [SDP_ID], [Meter_Read_Dttm_New_Start], [Meter_Read_Date_Local_New_Start], [Load_Ts] FROM dbo.[Meter_Channel_Change_Dates] s",0,540300,0,0,37:23.5,38:35.2,72,5310209,1534.94,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
13,-1,198,MDW,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Meter_Channel_Change_Dates\\2021\\10\\20\\"",""FileName"":""Meter_Channel_Change_Dates_20211020_213723.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""MDW"",""SinkTable"":""Meter_Channel_Change_Dates""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,45:29.4,NULL,NULL,540300,0,0,41:08.0,45:53.3,285,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
14,-1,197,MDW,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\MDW"",""FilePath"":""Meter_Channel_Change_Dates_Daily\\2021\\10\\20\\"",""FileName"":""Meter_Channel_Change_Dates_Daily_20211020_213723.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""MDW"",""SinkTable"":""Meter_Channel_Change_Dates_Daily""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,51:00.2,NULL,NULL,540300,0,0,46:10.0,51:21.2,311,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
15,636,201,UTIL,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""MeterReadBillSchedule.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""MeterReadBillSchedule\\2021\\10\\21\\"",""FileName"":""MeterReadBillSchedule_20211021_180123.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,01:36.3,NULL,0,2016,0,0,01:23.1,03:40.4,137,49815,12.74,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
16,636,199,UTIL,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""DatetimeReference.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""DatetimeReference\\2021\\10\\21\\"",""FileName"":""DatetimeReference_20211021_180123.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,01:38.8,NULL,0,271752,0,0,01:23.1,03:40.4,137,4123852,1360.14,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
17,636,200,UTIL,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""DatetimeReference\\2021\\10\\21\\"",""FileName"":""DatetimeReference_20211021_180123.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""UTIL"",""SinkTable"":""DatetimeReference""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,08:17.9,NULL,NULL,0,0,0,04:14.0,08:58.6,284,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
18,636,202,UTIL,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""MeterReadBillSchedule\\2021\\10\\21\\"",""FileName"":""MeterReadBillSchedule_20211021_180123.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""UTIL"",""SinkTable"":""MeterReadBillSchedule""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,12:36.5,NULL,NULL,2016,0,0,09:09.0,13:08.7,239,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
19,641,201,UTIL,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""MeterReadBillSchedule.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""MeterReadBillSchedule\\2021\\10\\21\\"",""FileName"":""MeterReadBillSchedule_20211021_191242.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,12:53.4,NULL,0,2016,0,0,12:42.9,13:25.2,43,49815,18.4,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
20,641,199,UTIL,pipe_src_adls_csv,PipelineActivity,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""DatetimeReference.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""DatetimeReference\\2021\\10\\21\\"",""FileName"":""DatetimeReference_20211021_191242.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,12:53.5,NULL,0,271752,0,0,12:42.9,13:29.6,47,4123852,1360.14,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
21,641,200,UTIL,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""DatetimeReference\\2021\\10\\21\\"",""FileName"":""DatetimeReference_20211021_191242.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""UTIL"",""SinkTable"":""DatetimeReference""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,19:09.4,NULL,NULL,0,0,0,14:07.0,19:33.2,326,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
22,641,202,UTIL,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\UTIL"",""FilePath"":""MeterReadBillSchedule\\2021\\10\\21\\"",""FileName"":""MeterReadBillSchedule_20211021_191242.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""UTIL"",""SinkTable"":""MeterReadBillSchedule""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,23:48.2,NULL,NULL,2016,0,0,19:43.0,24:07.0,264,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
23,642,43,EDWStaging,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Staging"",""SchemaName"":""dbo"",""TableName"":""\/BIC\/OHZDM_D24""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWStaging"",""FilePath"":""BIC_OHZDM_D24\\2021\\10\\22\\"",""FileName"":""BIC_OHZDM_D24_20211022_174203.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,42:20.6,"SELECT [OHREQUID], [DATAPAKID], [RECORD], [UC_DEVLOC], [DATETO], [UCBILLFACT], [DATEFROM], [LOAD_DATE], [Load_Ts], [Ses_Load_Id] FROM dbo.[/BIC/OHZDM_D24] s",0,24070,0,0,42:03.2,43:41.9,98,489394,303.06,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
24,642,144,EDWStaging,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\EDWStaging"",""FilePath"":""BIC_OHZDM_D24\\2021\\10\\22\\"",""FileName"":""BIC_OHZDM_D24_20211022_174203.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDWStaging"",""SinkTable"":""BIC_OHZDM_D24""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,50:20.0,NULL,NULL,24070,0,0,46:00.0,50:54.8,294,NULL,NULL,2,Audit Log - Completed,Stage,Full,Completed,NULL,1,1
25,644,180,CSV,pipe_src_adls_csv,Manual,ADF,"[{""FileSource"":{""FileServerHostName"":""\\\\brookdev\\AZSynapseDev"",""FileName"":""IEEStatsDaily.csv"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\22\\"",""FileName"":""IEEStatsDaily_20211022_200115.parquet""}}]","[{""QueryPredicate"":""lastModified"",""QueryPredicateType"":""Date""}]",Predicate,10/20/2021 0:02,01:38.9,NULL,MAX(lastModified),112,0,0,01:15.0,03:36.8,141,3033,0.39,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
26,-1,182,CSV,pipe_adls_stage_child,Manual,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\22\\"",""FileName"":""IEEStatsDaily_20211022_200115.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""CSV"",""SinkTable"":""IEEStatsDaily""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:34.5,NULL,NULL,0,0,0,29:24.0,NULL,NULL,NULL,NULL,1,Audit Log - Started,Stage,Full,Started,NULL,0,1
27,-1,182,CSV,pipe_adls_stage_child,Manual,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\CSV"",""FilePath"":""IEEStatsDaily\\2021\\10\\22\\"",""FileName"":""IEEStatsDaily_20211022_200115.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""CSV"",""SinkTable"":""IEEStatsDaily""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,37:48.0,NULL,NULL,0,0,0,37:37.0,45:22.9,465,NULL,NULL,3,Audit Log - Failed,Stage,Full,Failed,"ErrorCode=UserErrorColumnMappingInvalid,'Type=Microsoft.DataTransfer.Common.Shared.HybridDeliveryException,Message=Column name ChannelNumber is defined in source side but not found in table schema.,Source=Microsoft.DataTransfer.ClientLibrary,'",0,1
28,649,43,EDWStaging,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Staging"",""SchemaName"":""dbo"",""TableName"":""\/BIC\/OHZDM_D24""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWStaging"",""FilePath"":""BIC_OHZDM_D24\\2021\\10\\22\\"",""FileName"":""BIC_OHZDM_D24_20211022_213216.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,32:34.8,"SELECT [OHREQUID], [DATAPAKID], [RECORD], [UC_DEVLOC], [DATETO], [UCBILLFACT], [DATEFROM], [LOAD_DATE], [Load_Ts], [Ses_Load_Id] FROM dbo.[/BIC/OHZDM_D24] s",0,24070,0,0,32:16.1,33:03.2,47,489394,247.96,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
29,649,144,EDWStaging,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\EDWStaging"",""FilePath"":""BIC_OHZDM_D24\\2021\\10\\22\\"",""FileName"":""BIC_OHZDM_D24_20211022_213216.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDWStaging"",""SinkTable"":""BIC_OHZDM_D24""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,38:46.3,NULL,NULL,0,0,0,38:36.0,NULL,NULL,NULL,NULL,1,Audit Log - Started,Stage,Full,Started,NULL,0,1
33,-1,144,EDWStaging,pipe_adls_stage_child,PipelineActivity,ADF,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\EDWStaging"",""FilePath"":""BIC_OHZDM_D24\\2021\\10\\22\\"",""FileName"":""BIC_OHZDM_D24_20211022_213216.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDWStaging"",""SinkTable"":""BIC_OHZDM_D24""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,43:24.2,NULL,NULL,0,0,0,43:15.0,NULL,NULL,NULL,NULL,1,Audit Log - Started,Stage,Full,Started,NULL,0,1
